date,platform,campaign_id,campaign_name,ad_group_id,ad_group_name,impressions,clicks,spend,conversions,conversion_value,video_views,reach,frequency,engagement_rate,likes,shares,comments,video_watch_25,video_watch_50,video_watch_75,video_watch_100,ctr,avg_cpc,quality_score,search_impression_share
2024-01-14,tiktok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,223456,3234,434.5,32,,189234.0,,,,8567.0,2234.0,534.0,148234.0,93234.0,63456.0,43234.0,0.014472647859086352,0.13435374149659865,,
2024-01-14,tiktok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,128901,2456,689.5,68,,91234.0,,,,4678.0,1267.0,237.0,68234.0,45789.0,34567.0,23678.0,0.019053382052893305,0.28074104234527686,,
2024-01-14,tiktok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,195678,2989,361.2,25,,152345.0,,,,7123.0,1967.0,478.0,117234.0,93234.0,59234.0,36234.0,0.015275094798597696,0.12084309133489461,,
2024-01-14,tiktok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,356789,5834,901.2,91,,293456.0,,,,15890.0,4634.0,1256.0,239234.0,191234.0,136234.0,90234.0,0.016351400968079174,0.15447377442577992,,
2024-01-15,facebook,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,46789,934,132.4,14,,8567.0,39234.0,1.19,0.02,,,,,,,,0.019961956870204536,0.1417558886509636,,
2024-01-15,facebook,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,12890,567,221.3,37,,1345.0,10123.0,1.27,0.044,,,,,,,,0.04398758727695888,0.39029982363315696,,
2024-01-15,facebook,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,35678,1289,196.6,25,,4678.0,29345.0,1.22,0.0361,,,,,,,,0.03612870676607433,0.1525213343677269,,
2024-01-15,facebook,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,68456,248,87.6,6,,46234.0,56789.0,1.21,0.0036,,,,,,,,0.0036227649877293446,0.3532258064516129,,
2024-01-15,google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,23890,1234,235.6,46,2300.0,,,,,,,,,,,,0.0517,0.19,9.0,0.91
2024-01-15,google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,43789,856,560.9,22,1100.0,,,,,,,,,,,,0.0195,0.66,7.0,0.44
2024-01-15,google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,67234,2234,411.7,65,3250.0,,,,,,,,,,,,0.0332,0.18,8.0,0.66
2024-01-15,google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,128901,467,126.7,13,650.0,,,,,,,,,,,,0.0036,0.27,7.0,0.34
2024-01-15,tiktok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,246789,3678,478.9,36,,207345.0,,,,9234.0,2456.0,589.0,163456.0,102345.0,70234.0,47234.0,0.014903419520318976,0.13020663404023924,,
2024-01-15,tiktok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,142345,2678,734.5,73,,97890.0,,,,4901.0,1356.0,256.0,72345.0,48901.0,36789.0,24890.0,0.018813446204643647,0.27427184466019416,,
2024-01-15,tiktok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,212345,3345,401.1,28,,167890.0,,,,7789.0,2145.0,512.0,128234.0,101234.0,65234.0,39456.0,0.01575266665096894,0.1199103139013453,,
2024-01-15,tiktok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,378901,6123,945.6,96,,312345.0,,,,16567.0,4823.0,1312.0,251234.0,201234.0,143456.0,95234.0,0.016159894009253075,0.15443410093091622,,
2024-01-16,facebook,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,50234,1023,143.8,16,,9234.0,42345.0,1.19,0.0204,,,,,,,,0.020364693235657125,0.14056695992179863,,
2024-01-16,facebook,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,14234,678,248.5,42,,1567.0,11234.0,1.27,0.0477,,,,,,,,0.04763242939440775,0.3665191740412979,,
2024-01-16,facebook,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,38456,1423,218.7,30,,5123.0,31234.0,1.23,0.037,,,,,,,,0.03700332847930102,0.15368938861560083,,
2024-01-16,facebook,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,73456,267,94.2,7,,49890.0,59567.0,1.24,0.0036,,,,,,,,0.0036348290132868655,0.35280898876404493,,
2024-01-16,google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,25456,1345,257.3,51,2550.0,,,,,,,,,,,,0.0528,0.19,9.0,0.92
2024-01-16,google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,45678,901,584.5,24,1200.0,,,,,,,,,,,,0.0197,0.65,7.0,0.45
2024-01-16,google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,70123,2378,435.8,69,3450.0,,,,,,,,,,,,0.0339,0.18,8.0,0.67
2024-01-16,google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,132567,489,130.5,14,700.0,,,,,,,,,,,,0.0037,0.27,7.0,0.35
2024-01-16,tiktok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,289012,4234,556.7,43,,234567.0,,,,10345.0,2789.0,656.0,182345.0,114567.0,77234.0,51234.0,0.014649910730350296,0.13148323098724612,,
2024-01-16,tiktok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,156789,3012,812.3,82,,109876.0,,,,5456.0,1567.0,289.0,81234.0,54678.0,41234.0,27567.0,0.019210531351051413,0.2696879150066401,,
2024-01-16,tiktok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,245678,3890,467.8,34,,195678.0,,,,8567.0,2345.0,567.0,148234.0,117234.0,75234.0,45789.0,0.015833733586238897,0.12025706940874037,,
2024-01-16,tiktok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,423456,6890,1056.8,107,,356789.0,,,,18890.0,5456.0,1489.0,289234.0,231456.0,164567.0,109234.0,0.016270875840701277,0.15338171262699563,,
2024-01-17,facebook,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,51789,1089,152.3,18,,9567.0,43567.0,1.19,0.021,,,,,,,,0.021027631350286742,0.13985307621671259,,
2024-01-17,facebook,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,15234,734,264.7,46,,1678.0,12123.0,1.26,0.0482,,,,,,,,0.04818169883156098,0.3606267029972752,,
2024-01-17,facebook,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,40123,1534,232.8,33,,5456.0,32890.0,1.22,0.0382,,,,,,,,0.03823243526157067,0.1517601043024772,,
2024-01-17,facebook,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,75890,278,98.5,8,,51234.0,61567.0,1.23,0.0037,,,,,,,,0.0036631967321122676,0.35431654676258995,,
2024-01-17,google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,26789,1456,278.9,54,2700.0,,,,,,,,,,,,0.0544,0.19,9.0,0.93
2024-01-17,google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,47234,967,605.6,25,1250.0,,,,,,,,,,,,0.0205,0.63,7.0,0.46
2024-01-17,google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,72456,2489,450.7,72,3600.0,,,,,,,,,,,,0.0344,0.18,8.0,0.68
2024-01-17,google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,138901,534,136.4,15,750.0,,,,,,,,,,,,0.0038,0.26,7.0,0.36
2024-01-17,tiktok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,301234,4456,589.9,46,,245678.0,,,,10789.0,2901.0,689.0,191234.0,119234.0,80234.0,53456.0,0.014792486903868753,0.13238330341113105,,
2024-01-17,tiktok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,167890,3234,845.6,85,,117890.0,,,,5678.0,1634.0,312.0,87234.0,58901.0,44234.0,29567.0,0.019262612424801952,0.26147186147186147,,
2024-01-17,tiktok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,256789,4012,489.2,36,,201234.0,,,,8901.0,2456.0,589.0,152345.0,120456.0,77890.0,47234.0,0.015623722199938472,0.12193419740777667,,
2024-01-17,tiktok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,445678,7234,1123.5,113,,378901.0,,,,19567.0,5678.0,1567.0,304567.0,243456.0,172345.0,114567.0,0.016231449611602996,0.1553082665192148,,
2024-01-18,facebook,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,49567,1012,144.6,16,,9123.0,41890.0,1.18,0.0204,,,,,,,,0.020416809570883855,0.14288537549407115,,
2024-01-18,facebook,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,14567,689,253.4,43,,1489.0,11567.0,1.26,0.0473,,,,,,,,0.04729868881718954,0.36777939042089985,,
2024-01-18,facebook,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,38901,1456,224.5,31,,5234.0,31456.0,1.24,0.0374,,,,,,,,0.03742834374437675,0.15418956043956045,,
2024-01-18,facebook,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,72345,261,92.7,7,,48567.0,58234.0,1.24,0.0036,,,,,,,,0.003607713041675306,0.35517241379310344,,
2024-01-18,google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,25789,1389,265.2,52,2600.0,,,,,,,,,,,,0.0538,0.19,9.0,0.92
2024-01-18,google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,46123,923,590.3,24,1200.0,,,,,,,,,,,,0.02,0.64,7.0,0.45
2024-01-18,google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,71567,2412,442.3,70,3500.0,,,,,,,,,,,,0.0337,0.18,8.0,0.68
2024-01-18,google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,135234,501,133.6,14,700.0,,,,,,,,,,,,0.0037,0.27,7.0,0.35
2024-01-18,tiktok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,290123,4189,567.8,44,,236789.0,,,,10456.0,2812.0,678.0,184567.0,115678.0,78234.0,52345.0,0.014438703584341813,0.1355454762473144,,
2024-01-18,tiktok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,161234,3089,823.7,83,,113456.0,,,,5523.0,1589.0,301.0,83567.0,56234.0,42345.0,28234.0,0.01915849014475855,0.2666558756879249,,
2024-01-18,tiktok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,248901,3934,478.5,35,,195234.0,,,,8734.0,2401.0,578.0,148901.0,117890.0,76234.0,46234.0,0.015805480894010068,0.12163192679206915,,
2024-01-18,tiktok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,434567,7012,1089.3,109,,367890.0,,,,19234.0,5534.0,1523.0,296234.0,237890.0,168234.0,111234.0,0.016135601644855686,0.15534797490017113,,
2024-01-19,facebook,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,47890,967,138.4,15,,8789.0,40234.0,1.19,0.0202,,,,,,,,0.020192106911672583,0.14312306101344366,,
2024-01-19,facebook,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,13890,634,235.8,40,,1378.0,10890.0,1.27,0.0457,,,,,,,,0.04564434845212383,0.3719242902208202,,
2024-01-19,facebook,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,37234,1367,209.9,28,,5012.0,30678.0,1.21,0.0367,,,,,,,,0.03671375624429285,0.15354791514264815,,
2024-01-19,facebook,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,70123,253,89.4,6,,47234.0,57890.0,1.21,0.0036,,,,,,,,0.003607946037676654,0.3533596837944664,,
2024-01-19,google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,24567,1289,246.8,48,2400.0,,,,,,,,,,,,0.0525,0.19,9.0,0.91
2024-01-19,google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,44890,890,574.7,23,1150.0,,,,,,,,,,,,0.0198,0.65,7.0,0.44
2024-01-19,google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,69234,2301,423.5,67,3350.0,,,,,,,,,,,,0.0332,0.18,8.0,0.67
2024-01-19,google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,131567,478,129.4,13,650.0,,,,,,,,,,,,0.0036,0.27,7.0,0.34
2024-01-19,tiktok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,278901,4123,545.6,42,,229234.0,,,,10123.0,2712.0,645.0,179234.0,112234.0,75678.0,50234.0,0.014783023366714354,0.1323308270676692,,
2024-01-19,tiktok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,153456,2945,789.2,79,,107890.0,,,,5234.0,1456.0,278.0,79567.0,53678.0,40234.0,26890.0,0.019191168804087166,0.2679796264855688,,
2024-01-19,tiktok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,236789,3734,456.8,33,,187890.0,,,,8456.0,2267.0,545.0,142345.0,112345.0,72345.0,43789.0,0.015769313608317955,0.12233529726834494,,
2024-01-19,tiktok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,423456,6789,1034.5,104,,356789.0,,,,18756.0,5345.0,1456.0,287234.0,229234.0,162345.0,107890.0,0.01603236227612786,0.1523788481366917,,
2024-01-20,facebook,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,43234,878,125.7,13,,7890.0,36567.0,1.18,0.0203,,,,,,,,0.020308090854420133,0.14316628701594533,,
2024-01-20,facebook,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,11890,545,202.3,34,,1156.0,9567.0,1.28,0.0458,,,,,,,,0.04583683767872161,0.37119266055045874,,
2024-01-20,facebook,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,34567,1234,189.6,24,,4567.0,28934.0,1.19,0.0357,,,,,,,,0.03569878786125495,0.15364667747163696,,
2024-01-20,facebook,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,65234,234,81.2,5,,43567.0,53456.0,1.19,0.0036,,,,,,,,0.0035870864886408927,0.347008547008547,,
2024-01-20,google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,22345,1123,214.5,42,2100.0,,,,,,,,,,,,0.0503,0.19,9.0,0.89
2024-01-20,google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,40567,812,520.4,20,1000.0,,,,,,,,,,,,0.02,0.64,6.0,0.42
2024-01-20,google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,64890,2067,376.8,59,2950.0,,,,,,,,,,,,0.0319,0.18,8.0,0.65
2024-01-20,google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,124567,445,122.3,12,600.0,,,,,,,,,,,,0.0036,0.27,7.0,0.33
2024-01-20,tiktok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,256234,3701,490.5,38,,209234.0,,,,9123.0,2423.0,601.0,163567.0,102567.0,69567.0,46567.0,0.014443828687840022,0.1325317481761686,,
2024-01-20,tiktok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,142345,2678,734.5,73,,97890.0,,,,4901.0,1356.0,256.0,72345.0,48901.0,36789.0,24890.0,0.018813446204643647,0.27427184466019416,,
2024-01-20,tiktok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,218901,3456,414.4,29,,173456.0,,,,8012.0,2201.0,523.0,131567.0,103567.0,67234.0,40567.0,0.015787958940342895,0.11990740740740741,,
2024-01-20,tiktok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,389012,6234,967.8,98,,321234.0,,,,16901.0,4912.0,1345.0,258901.0,207890.0,147234.0,97456.0,0.016025212589842987,0.15524542829643886,,
2024-01-21,facebook,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,41567,823,118.9,12,,7456.0,35123.0,1.18,0.0198,,,,,,,,0.019799360069285732,0.14447144592952613,,
2024-01-21,facebook,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,10234,467,178.4,30,,945.0,8456.0,1.21,0.0456,,,,,,,,0.04563220637092046,0.38201284796573876,,
2024-01-21,facebook,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,32890,1178,171.2,22,,3789.0,27234.0,1.21,0.0358,,,,,,,,0.03581635755548799,0.14533106960950762,,
2024-01-21,facebook,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,62345,223,76.3,4,,41234.0,51567.0,1.2,0.0036,,,,,,,,0.0035768706391851794,0.342152466367713,,
2024-01-21,google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,21567,1089,207.8,41,2050.0,,,,,,,,,,,,0.0505,0.19,9.0,0.88
2024-01-21,google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,38901,778,498.7,19,950.0,,,,,,,,,,,,0.02,0.64,6.0,0.41
2024-01-21,google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,62345,1989,365.4,57,2850.0,,,,,,,,,,,,0.0319,0.18,8.0,0.63
2024-01-21,google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,118234,423,116.2,11,550.0,,,,,,,,,,,,0.0036,0.27,7.0,0.32
2024-01-21,tiktok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,234567,3456,445.7,34,,195234.0,,,,8756.0,2234.0,534.0,153456.0,96234.0,65234.0,43567.0,0.014733530291984806,0.12896412037037036,,
2024-01-21,tiktok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,128901,2456,678.9,67,,89234.0,,,,4567.0,1234.0,234.0,67234.0,45234.0,34234.0,23456.0,0.019053382052893305,0.27642508143322475,,
2024-01-21,tiktok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,201234,3123,374.5,26,,157890.0,,,,7345.0,2034.0,489.0,121234.0,96234.0,61234.0,37456.0,0.01551924625063359,0.11991674671789945,,
2024-01-21,tiktok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,367890,6012,923.4,94,,301234.0,,,,16234.0,4789.0,1289.0,245678.0,196789.0,140234.0,93456.0,0.01634184131126152,0.1535928143712575,,
2024-01-22,facebook,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,45234,912,129.8,14,,8234.0,38567.0,1.17,0.0202,,,,,,,,0.020161825175752754,0.1423245614035088,,
2024-01-22,facebook,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,12456,567,209.6,36,,1234.0,9876.0,1.26,0.0455,,,,,,,,0.04552023121387283,0.36966490299823634,,
2024-01-22,facebook,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,35123,1267,194.5,26,,4345.0,29123.0,1.21,0.0361,,,,,,,,0.036073228368875096,0.15351223362273086,,
2024-01-22,facebook,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,66789,245,84.7,5,,44567.0,54890.0,1.22,0.0037,,,,,,,,0.003668268726886164,0.34571428571428575,,
2024-01-22,google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,24234,1267,241.2,47,2350.0,,,,,,,,,,,,0.0523,0.19,9.0,0.91
2024-01-22,google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,42890,845,549.3,22,1100.0,,,,,,,,,,,,0.0197,0.65,7.0,0.44
2024-01-22,google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,66789,2223,407.9,64,3200.0,,,,,,,,,,,,0.0333,0.18,8.0,0.66
2024-01-22,google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,127890,456,125.6,13,650.0,,,,,,,,,,,,0.0036,0.28,7.0,0.34
2024-01-22,tiktok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,267890,3945,523.4,40,,221234.0,,,,9789.0,2634.0,623.0,173456.0,109234.0,73567.0,49234.0,0.014726193586920004,0.1326742712294043,,
2024-01-22,tiktok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,148901,2834,767.5,77,,103456.0,,,,5123.0,1456.0,278.0,76234.0,51234.0,38567.0,25789.0,0.01903278016937428,0.270818630910374,,
2024-01-22,tiktok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,228901,3634,441.9,31,,182345.0,,,,8456.0,2301.0,545.0,137890.0,108901.0,70567.0,42789.0,0.015875858995810416,0.12160154100165106,,
2024-01-22,tiktok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,398567,6534,998.7,98,,332345.0,,,,17756.0,5012.0,1389.0,267890.0,214567.0,151234.0,99567.0,0.016393730539658327,0.15284664830119377,,
2024-01-23,facebook,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,48567,989,140.3,15,,8945.0,40456.0,1.2,0.0204,,,,,,,,0.020363621389008997,0.1418604651162791,,
2024-01-23,facebook,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,13789,623,229.8,38,,1489.0,10789.0,1.28,0.0452,,,,,,,,0.04518094133004569,0.3688603531300161,,
2024-01-23,facebook,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,37456,1389,213.4,29,,4890.0,30567.0,1.22,0.0371,,,,,,,,0.03708351131994874,0.15363570914326855,,
2024-01-23,facebook,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,71234,256,90.5,6,,48123.0,58567.0,1.22,0.0036,,,,,,,,0.0035937894825504675,0.353515625,,
2024-01-23,google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,25678,1356,259.4,51,2550.0,,,,,,,,,,,,0.0528,0.19,9.0,0.92
2024-01-23,google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,45123,912,577.8,24,1200.0,,,,,,,,,,,,0.0202,0.63,7.0,0.45
2024-01-23,google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,70234,2389,432.6,69,3450.0,,,,,,,,,,,,0.034,0.18,8.0,0.67
2024-01-23,google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,133456,489,131.2,14,700.0,,,,,,,,,,,,0.0037,0.27,7.0,0.35
2024-01-23,tiktok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,289012,4234,556.7,43,,234567.0,,,,10345.0,2789.0,656.0,182345.0,114567.0,77234.0,51234.0,0.014649910730350296,0.13148323098724612,,
2024-01-23,tiktok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,156789,3012,812.3,82,,109876.0,,,,5456.0,1567.0,289.0,81234.0,54678.0,41234.0,27567.0,0.019210531351051413,0.2696879150066401,,
2024-01-23,tiktok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,245678,3890,467.8,34,,195678.0,,,,8567.0,2345.0,567.0,148234.0,117234.0,75234.0,45789.0,0.015833733586238897,0.12025706940874037,,
2024-01-23,tiktok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,423456,6890,1056.8,107,,356789.0,,,,18890.0,5456.0,1489.0,289234.0,231456.0,164567.0,109234.0,0.016270875840701277,0.15338171262699563,,
2024-01-24,facebook,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,51234,1067,149.7,17,,9234.0,42567.0,1.2,0.0208,,,,,,,,0.020826013975094662,0.1402999062792877,,
2024-01-24,facebook,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,14890,712,251.6,43,,1578.0,11790.0,1.26,0.0478,,,,,,,,0.04781732706514439,0.35337078651685394,,
2024-01-24,facebook,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,39234,1489,227.9,32,,5234.0,32123.0,1.22,0.0379,,,,,,,,0.03795177652036499,0.15305574210879785,,
2024-01-24,facebook,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,74567,267,95.8,7,,50234.0,60789.0,1.23,0.0036,,,,,,,,0.003580672415411643,0.3588014981273408,,
2024-01-24,google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,27123,1434,274.3,55,2750.0,,,,,,,,,,,,0.0529,0.19,9.0,0.93
2024-01-24,google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,47890,978,613.5,26,1300.0,,,,,,,,,,,,0.0204,0.63,7.0,0.46
2024-01-24,google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,73456,2501,456.7,73,3650.0,,,,,,,,,,,,0.034,0.18,8.0,0.69
2024-01-24,google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,139234,523,136.8,15,750.0,,,,,,,,,,,,0.0038,0.26,7.0,0.36
2024-01-24,tiktok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,312345,4567,623.4,48,,256789.0,,,,11234.0,3012.0,723.0,200234.0,125678.0,84567.0,56234.0,0.014621652339560422,0.13650098532953797,,
2024-01-24,tiktok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,172345,3345,867.9,87,,123456.0,,,,5890.0,1678.0,334.0,91234.0,61567.0,46234.0,30789.0,0.01940874408889147,0.25946188340807175,,
2024-01-24,tiktok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,267890,4123,512.6,37,,212345.0,,,,9123.0,2567.0,612.0,160234.0,126789.0,81234.0,49234.0,0.015390645414162529,0.1243269463982537,,
2024-01-24,tiktok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,456789,7456,1167.8,118,,389012.0,,,,20234.0,5912.0,1623.0,312345.0,249234.0,177890.0,118234.0,0.01632263473945301,0.1566255364806867,,
2024-01-25,facebook,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,52789,1123,156.4,18,,9567.0,43890.0,1.2,0.0213,,,,,,,,0.021273371346303208,0.13926981300089047,,
2024-01-25,facebook,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,15678,756,268.9,47,,1678.0,12345.0,1.27,0.0482,,,,,,,,0.04822043628013777,0.35568783068783066,,
2024-01-25,facebook,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,40567,1567,238.6,34,,5456.0,33234.0,1.22,0.0386,,,,,,,,0.038627455813838835,0.1522654754307594,,
2024-01-25,facebook,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,76890,278,99.2,8,,51567.0,62890.0,1.23,0.0036,,,,,,,,0.003615554688516062,0.35683453237410073,,
2024-01-25,google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,28234,1512,287.6,58,2900.0,,,,,,,,,,,,0.0535,0.19,9.0,0.94
2024-01-25,google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,49567,1012,634.2,27,1350.0,,,,,,,,,,,,0.0204,0.63,7.0,0.47
2024-01-25,google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,75234,2567,467.8,75,3750.0,,,,,,,,,,,,0.0341,0.18,8.0,0.7
2024-01-25,google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,142345,545,139.9,16,800.0,,,,,,,,,,,,0.0038,0.26,7.0,0.37
2024-01-25,tiktok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,323456,4789,645.7,50,,267890.0,,,,11567.0,3134.0,734.0,208901.0,131234.0,88234.0,58901.0,0.01480572318955283,0.13482981833368135,,
2024-01-25,tiktok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,178901,3456,889.5,89,,128901.0,,,,6123.0,1734.0,345.0,95678.0,64567.0,48567.0,32345.0,0.019317946797390736,0.2573784722222222,,
2024-01-25,tiktok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,278901,4234,534.2,39,,223456.0,,,,9456.0,2634.0,623.0,168901.0,133456.0,85678.0,51789.0,0.015181014051581027,0.12616910722720834,,
